,Unnamed: 0,Period,Data_value,STATUS,STATUS_Labeled,Series_reference_BDCQ.SEA1AA,Series_reference_BDCQ.SEA1AS,Series_reference_BDCQ.SEA1AT,Series_reference_BDCQ.SEA1BA,Series_reference_BDCQ.SEA1BS,Series_reference_BDCQ.SEA1BT,Series_reference_BDCQ.SEA1CA,Series_reference_BDCQ.SEA1CS,Series_reference_BDCQ.SEA1CT,Series_reference_BDCQ.SEA1DA,Series_reference_BDCQ.SEA1DS,"Series_title_2_Agriculture, Forestry and Fishing","Series_title_2_Electricity, Gas, Water and Waste Services",Series_title_2_Manufacturing,Series_title_2_Mining,Series_title_3_Actual,Series_title_3_Seasonally adjusted,Series_title_3_Trend
481,481,2015.09,211689,R,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
482,482,2015.12,212085,R,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
483,483,2016.03,212708,R,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
484,484,2016.06,213598,R,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
485,485,2016.09,214518,R,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
486,486,2016.12,215179,R,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
487,487,2017.03,216081,R,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
488,488,2017.06,217369,R,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
489,489,2017.09,218656,R,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
490,490,2017.12,220038,R,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
491,491,2018.03,221940,R,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
492,492,2018.06,222921,R,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
493,493,2018.09,222973,R,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
494,494,2018.12,223523,R,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
495,495,2019.03,224383,R,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
496,496,2019.06,224482,R,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
497,497,2019.09,224987,R,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
498,498,2019.12,226101,R,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
499,499,2020.03,225764,R,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
500,500,2020.06,224153,R,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
501,501,2020.09,222988,R,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
502,502,2020.12,221871,R,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
503,503,2021.03,221617,R,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
504,504,2021.06,223119,R,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
505,505,2021.09,224897,R,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
506,506,2021.12,225780,R,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
507,507,2022.03,226219,R,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
508,508,2022.06,226966,R,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
509,509,2022.09,228155,R,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
510,510,2022.12,229489,R,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
511,511,2023.03,230618,R,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
512,512,2023.06,231631,R,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
513,513,2023.09,231436,R,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
514,514,2023.12,230004,R,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
515,515,2024.03,228458,R,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
516,516,2024.06,226981,R,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
517,517,2024.09,225195,R,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
518,518,2024.12,223500,R,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
519,519,2025.03,222237,R,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
520,520,2025.06,220902,R,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
521,521,2025.09,219607,F,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
522,522,2011.06,14486,F,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
523,523,2011.09,14796,F,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
524,524,2011.12,15026,F,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
525,525,2012.03,15065,F,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
526,526,2012.06,15046,F,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
527,527,2012.09,15188,F,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
528,528,2012.12,15269,F,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
529,529,2013.03,15844,F,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
530,530,2013.06,15895,F,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
531,531,2013.09,15773,F,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
532,532,2013.12,16010,F,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
533,533,2014.03,15570,F,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
534,534,2014.06,15347,F,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
535,535,2014.09,15515,F,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
536,536,2014.12,15830,F,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
537,537,2015.03,16017,F,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
538,538,2015.06,15972,F,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
539,539,2015.09,15962,F,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
540,540,2015.12,16143,F,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
541,541,2016.03,16372,F,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
542,542,2016.06,16416,F,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
543,543,2016.09,16533,F,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
544,544,2016.12,16245,F,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
545,545,2017.03,17207,F,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
546,546,2017.06,17243,F,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
547,547,2017.09,17678,F,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
548,548,2017.12,18145,F,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
549,549,2018.03,18505,F,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
550,550,2018.06,18511,F,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
551,551,2018.09,18512,F,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
552,552,2018.12,18812,F,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
553,553,2019.03,18937,F,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
554,554,2019.06,19046,F,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
555,555,2019.09,19316,F,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
556,556,2019.12,19634,F,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
557,557,2020.03,19770,F,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
558,558,2020.06,19791,F,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
559,559,2020.09,20060,F,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
560,560,2020.12,20282,F,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
561,561,2021.03,20618,F,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
562,562,2021.06,20644,F,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
563,563,2021.09,20738,F,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
564,564,2021.12,21113,F,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
565,565,2022.03,21386,F,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
566,566,2022.06,22052,F,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
567,567,2022.09,21892,F,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
568,568,2022.12,22208,F,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
569,569,2023.03,22680,F,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
570,570,2023.06,22361,F,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
571,571,2023.09,22599,F,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
572,572,2023.12,23256,F,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
573,573,2024.03,23426,F,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
574,574,2024.06,23592,F,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
575,575,2024.09,23577,F,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
576,576,2024.12,23981,F,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
577,577,2025.03,23965,F,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
578,578,2025.06,23678,F,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
579,579,2025.09,23607,R,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
580,580,2011.06,14486,R,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
581,581,2011.09,14796,R,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
582,582,2011.12,15026,R,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
583,583,2012.03,15065,R,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
584,584,2012.06,15046,R,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
585,585,2012.09,15188,R,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
586,586,2012.12,15269,R,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
587,587,2013.03,15844,R,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
588,588,2013.06,15895,R,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
589,589,2013.09,15773,R,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
590,590,2013.12,16010,R,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
591,591,2014.03,15570,R,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
592,592,2014.06,15347,R,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
593,593,2014.09,15515,R,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
594,594,2014.12,15830,R,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
595,595,2015.03,16017,R,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
596,596,2015.06,15972,R,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
597,597,2015.09,15962,R,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
598,598,2015.12,16143,R,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
599,599,2016.03,16372,R,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
600,600,2016.06,16416,R,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
601,601,2016.09,16533,R,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
602,602,2016.12,16245,R,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
603,603,2017.03,17207,R,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
604,604,2017.06,17243,R,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
605,605,2017.09,17678,R,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
606,606,2017.12,18145,R,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
